Code,Course Title ,Semester,Term,Program,Pre-Req,Elective,Catalog code, Catalog ,program code,ProgramSchedule,	Catalog Code,	Term
,Major III,Six,Spring-2024,BBA(H),,
,Major IV,Six,Spring-2024,BBA(H),,
,Major V,Six,Spring-2024,BBA(H),,
ECO402,Pakistan Economic Policy,Seven,Fall-2024,BBA(H),,
,Major VI,Seven,Fall-2024,BBA(H),,
,Major VII,Seven,Fall-2024,BBA(H),,
,Minor I (compulsory elective),Seven,Fall-2024,BBA(H),,
,Minor II (compulsory elective),Seven,Fall-2024,BBA(H),,
SSC401,Business Ethics,Seven,Fall-2024,BBA(H),,
,Major VIII,Eight,Spring-2025,BBA(H),,
,Major IX,Eight,Spring-2025,BBA(H),,
,Major X,Eight,Spring-2025,BBA(H),,
,Major XI (Capstone),Eight,Spring-2025,BBA(H),,
MAN405,Strategic Management,Eight,Spring-2025,BBA(H),,
LAW409,Corporate & Business Law,Eight,Spring-2025,BBA(H),,
SSC101,Introduction to Psychology,one,Fall-2021,BS(J)E&F,,
REL101,Islamic Studies,one,Fall-2021,BS(J)E&F,,
MTH102,Business Mathematics,one,Fall-2021,BS(J)E&F,,
SSC401,Business Ethics,one,Fall-2021,BS(J)E&F,,
COM107,Academic English,one,Fall-2021,BS(J)E&F,,
ECO101,Principles of Micro Economics,one,Fall-2021,BS(J)E&F,,
ECO102,Principles of Macro Economics,Two,Spring-2022,BS(J)E&F,,
,Foreign Language I,Two,Spring-2022,BS(J)E&F,,
STA203,Probability Theory & Statistics,Two,Spring-2022,BS(J)E&F,,
LAW409,Corporate & Business Law,Two,Spring-2022,BS(J)E&F,,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2022,BS(J)E&F,COM107,
ACC101,Introduction to Financial Accounting,Two,Spring-2022,BS(J)E&F,,
SSC301,History of Ideas,Three,Fall-2022,BS(J)E&F,,
STA301,Model & Inferences,Three,Fall-2022,BS(J)E&F,,
,Foreign Language II,Three,Fall-2022,BS(J)E&F,,
PSC301,Pakistan Studies,Three,Fall-2022,BS(J)E&F,,
COM202,Business & Professional Speech,Three,Fall-2022,BS(J)E&F,,
ACC201,Intermediate Financial Accounting,Three,Fall-2022,BS(J)E&F,,
MIS402,Computer Concepts and Application,Four,Spring-2023,BS(J)E&F,,
ECO316,Macroeconomic Analysis,Four,Spring-2023,BS(J)E&F,,
MAN306,Principles of Management & Organizational Behavior,Four,Spring-2023,BS(J)E&F,,
ECO301,Managerial Economics,Four,Spring-2023,BS(J)E&F,,
ECO304,Introduction to Econometrics,Four,Spring-2023,BS(J)E&F,,
FIN201,Introduction to Business Finance,Four,Spring-2023,BS(J)E&F,,
ECO303,Financial Economics,Five,Fall-2023,BS(J)E&F,,
FIN301,Financial Institutions,Five,Fall-2023,BS(J)E&F,,
,Economics Elective I,Five,Fall-2023,BS(J)E&F,,
,Economics Elective II,Five,Fall-2023,BS(J)E&F,,
MKT302,Marketing Management,Five,Fall-2023,BS(J)E&F,,
FIN202,Financial Management,Five,Fall-2023,BS(J)E&F,,
MAN309,Leadership Journey,Six,Spring-2024,BS(J)E&F,,
,Economics Elective III,Six,Spring-2024,BS(J)E&F,,
,Economics Elective IV,Six,Spring-2024,BS(J)E&F,,
,Economics Elective V,Six,Spring-2024,BS(J)E&F,,
ISF101,Introduction to Islamic Banking and Finance,Six,Spring-2024,BS(J)E&F,,
FIN503,Corporate Finance,Six,Spring-2024,BS(J)E&F,,
ECO402,Pakistan Economic Policy,Seven,Fall-2024,BS(J)E&F,,
FIN613,Financial Modeling for Decision Making,Seven,Fall-2024,BS(J)E&F,,
,Finance Elective I,Seven,Fall-2024,BS(J)E&F,,
,Economics Elective VI,Seven,Fall-2024,BS(J)E&F,,
,Business Research Project (Economics),Seven,Fall-2024,BS(J)E&F,,
,Finance Elective II,Seven,Fall-2024,BS(J)E&F,,
,Finance Elective III,Eight,Spring-2025,BS(J)E&F,,
,Finance Elective IV,Eight,Spring-2025,BS(J)E&F,,
,Finance Elective V,Eight,Spring-2025,BS(J)E&F,,
,Finance Elective VI,Eight,Spring-2025,BS(J)E&F,,
MAN405,Strategic Management,Eight,Spring-2025,BS(J)E&F,,
FIN537,Business Research Project (Finance),Eight,Spring-2025,BS(J)E&F,,
SSC101,Introduction to Psychology,one,Fall-2021,BS(J)A&F,,
REL101,Islamic Studies,one,Fall-2021,BS(J)A&F,,
MTH102,Business Mathematics,one,Fall-2021,BS(J)A&F,,
SSC401,Business Ethics,one,Fall-2021,BS(J)A&F,,
COM107,Academic English,one,Fall-2021,BS(J)A&F,,
ECO101,Principles of Micro Economics,one,Fall-2021,BS(J)A&F,,
SSC301,History of Ideas,Two,Spring-2022,BS(J)A&F,,
,Foreign Language I,Two,Spring-2022,BS(J)A&F,,
STA203,Probability Theory & Statistics,Two,Spring-2022,BS(J)A&F,,
LAW409,Corporate & Business Law,Two,Spring-2022,BS(J)A&F,,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2022,BS(J)A&F,COM107,
ACC101,Introduction to Financial Accounting,Two,Spring-2022,BS(J)A&F,,
ECO102,Principles of Macro Economics,Three,Fall-2022,BS(J)A&F,,
MIS402,Computer Concepts and Application,Three,Fall-2022,BS(J)A&F,,
,Foreign Language II,Three,Fall-2022,BS(J)A&F,,
PSC301,Pakistan Studies,Three,Fall-2022,BS(J)A&F,,
COM202,Business & Professional Speech,Three,Fall-2022,BS(J)A&F,,
ACC201,Intermediate Financial Accounting,Three,Fall-2022,BS(J)A&F,,
MAN306,Principles of Management & Organizational Behavior,Four,Spring-2023,BS(J)A&F,,
ACC320,Cost and Management Accounting,Four,Spring-2023,BS(J)A&F,,
ACC501,Advanced Financial Accounting,Four,Spring-2023,BS(J)A&F,,
ACC530,Financial Regulation and Reporting,Four,Spring-2023,BS(J)A&F,,
STA301,Model & Inferences,Four,Spring-2023,BS(J)A&F,,
FIN201,Introduction to Business Finance,Four,Spring-2023,BS(J)A&F,,
MKT302,Marketing Management,Five,Fall-2023,BS(J)A&F,,
FIN301,Financial Institutions,Five,Fall-2023,BS(J)A&F,,
,Accounting Elective I,Five,Fall-2023,BS(J)A&F,,
,Accounting Elective II,Five,Fall-2023,BS(J)A&F,,
,Accounting Elective III,Five,Fall-2023,BS(J)A&F,,
FIN202,Financial Management,Five,Fall-2023,BS(J)A&F,,
MAN309,Leadership Journey,Six,Spring-2024,BS(J)A&F,,
,Accounting Elective IV,Six,Spring-2024,BS(J)A&F,,
,Accounting Elective V,Six,Spring-2024,BS(J)A&F,,
,Accounting Elective VI,Six,Spring-2024,BS(J)A&F,,
ISF101,Introduction to Islamic Banking and Finance,Six,Spring-2024,BS(J)A&F,,
FIN503,Corporate Finance,Six,Spring-2024,BS(J)A&F,,
ECO402,Pakistan Economic Policy,Seven,Fall-2024,BS(J)A&F,,
FIN613,Financial Modeling for Decision Making,Seven,Fall-2024,BS(J)A&F,,
,Finance Elective I,Seven,Fall-2024,BS(J)A&F,,
,Islamic Financial Accounting,Seven,Fall-2024,BS(J)A&F,,
,Business Research Project (Accounting),Seven,Fall-2024,BS(J)A&F,,
,Finance Elective II,Seven,Fall-2024,BS(J)A&F,,
,Finance Elective III,Eight,Spring-2025,BS(J)A&F,,
,Finance Elective IV,Eight,Spring-2025,BS(J)A&F,,
,Finance Elective V,Eight,Spring-2025,BS(J)A&F,,
,Finance Elective VI,Eight,Spring-2025,BS(J)A&F,,
MAN405,Strategic Management,Eight,Spring-2025,BS(J)A&F,,
,Business Research Project (Finance),Eight,Spring-2025,BS(J)A&F,,
COM107,Academic English,one,Fall-2021,BS ENTRP,,
MTH102,Business Mathematics,one,Fall-2021,BS ENTRP,,
REL101,Islamic Studies,one,Fall-2021,BS ENTRP,,
ECO101,Principles of Microeconomics,one,Fall-2021,BS ENTRP,,
SSC301,History of Ideas,one,Fall-2021,BS ENTRP,,
ENP116,Introduction to Entrepreneurship,one,Fall-2021,BS ENTRP,,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2022,BS ENTRP,COM107,
STA104,Quantitative Techniques in Business,Two,Spring-2022,BS ENTRP,,
MAN101,Principles of Management,Two,Spring-2022,BS ENTRP,,
PSC301,Pakistan Studies,Two,Spring-2022,BS ENTRP,,
ECO102,Principles of Macroeconomics,Two,Spring-2022,BS ENTRP,,
ENP113,Effectuation Methods and Attributes Analysis,Two,Spring-2022,BS ENTRP,,
COM202,Business and Professional Speech,Three,Fall-2022,BS ENTRP,,
HRM301,Human Resource Management,Three,Fall-2022,BS ENTRP,,
SSC101,Introduction to Psychology,Three,Fall-2022,BS ENTRP,,
,Foreign Language I,Three,Fall-2022,BS ENTRP,,
ACC206,Fundamentals of Accounting,Three,Fall-2022,BS ENTRP,,
ENP114,Startup Garage I: Business Model Generation,Three,Fall-2022,BS ENTRP,,
,Foreign Language II,Four,Spring-2023,BS ENTRP,,
FIN310,Fundamentals of Finance,Four,Spring-2023,BS ENTRP,,
MKT302,Marketing Management,Four,Spring-2023,BS ENTRP,,
ENP103,"System, Disruptive and Exponential Thinking",Four,Spring-2023,BS ENTRP,,
SSc104,Introduction to Sociology,Four,Spring-2023,BS ENTRP,,
ENP112,Startup Garage II: Affordable Startup Design,Four,Spring-2023,BS ENTRP,,
SEL415,Social Advocacy and Change,Five,Fall-2023,BS ENTRP,,
ENP305,Process Optimization,Five,Fall-2023,BS ENTRP,,
MAN405,Strategic Management,Five,Fall-2023,BS ENTRP,,
,Elective I,Five,Fall-2023,BS ENTRP,,
,Elective II,Five,Fall-2023,BS ENTRP,,
,Startup Garage III: Business Idea Prototyping,Five,Fall-2023,BS ENTRP,,
SSC401,Business Ethics,Six,Spring-2024,BS ENTRP,,
SCM501,Supply Chain Management,Six,Spring-2024,BS ENTRP,,
,Elective III,Six,Spring-2024,BS ENTRP,,
,Elective IV,Six,Spring-2024,BS ENTRP,,
,Elective V,Six,Spring-2024,BS ENTRP,,
ENP212,Lean Launchpad I: Startup Launch,Six,Spring-2024,BS ENTRP,,
,Elective VI,Seven,Fall-2024,BS ENTRP,,
,Elective VII,Seven,Fall-2024,BS ENTRP,,
,Elective VIII,Seven,Fall-2024,BS ENTRP,,
,Legal Structures of Startups,Seven,Fall-2024,BS ENTRP,,
,Business Research Methods,Seven,Fall-2024,BS ENTRP,,
ENP306,Lean Launch Pad II: Startup Risk Mitigation,Seven,Fall-2024,BS ENTRP,,
,Elective IX,Eight,Spring-2025,BS ENTRP,,
,Elective X,Eight,Spring-2025,BS ENTRP,,
,Elective XI,Eight,Spring-2025,BS ENTRP,,
,Elective XII,Eight,Spring-2025,BS ENTRP,,
SEL413,Visual Storytelling,Eight,Spring-2025,BS ENTRP,,
ENP414,Capstone: Startup Acceleration & Co-creation,Eight,Spring-2025,BS ENTRP,,
COM107,Academic English,one,Fall-2021,BS IM,,
SSC101,Introduction to Psychology,one,Fall-2021,BS IM,,
REL101,Islamic Studies,one,Fall-2021,BS IM,,
INM101,Production Processes,one,Fall-2021,BS IM,,
INM105,Introduction to industrial management,one,Fall-2021,BS IM,,
INM104,Fundamentals of Quality,one,Fall-2021,BS IM,,
SSC301,History of Ideas,Two,Spring-2022,BS IM,,
MTH103,Calculus for Business Decisions,Two,Spring-2022,BS IM,,
COM202,Business & Professional Speech,Two,Spring-2022,BS IM,,
,Foreign Language I,Two,Spring-2022,BS IM,,
INM106,Foundations of Industrial Design Thinking,Two,Spring-2022,BS IM,INM101,
INM306,Social and Ethical Aspects in Industrialization,Two,Spring-2022,BS IM,,
PSC301,Pakistan Studies,Three,Fall-2022,BS IM,,
STA204,Industrial Applications of Statistics,Three,Fall-2022,BS IM,,
,Foreign Language II,Three,Fall-2022,BS IM,,
COM205,Persuasive & Analytical Writing for Business Communication,Three,Fall-2022,BS IM,COM107,
INM201,Methods Analysis and Time Study,Three,Fall-2022,BS IM,INM101 & INM 105,
INM103,Industrial Economics,Three,Fall-2022,BS IM,,
MAN306,Principles of Management and OB,Four,Spring-2023,BS IM,,
SSC202,Environmental Studies,Four,Spring-2023,BS IM,,
SSC401,Business Ethics,Four,Spring-2023,BS IM,,
INM203,Introduction to Production & Operation Management,Four,Spring-2023,BS IM,INM105,
INM204,Ergonomics,Four,Spring-2023,BS IM,INM201,
INM102,Industrial Safety & Health,Four,Spring-2023,BS IM,INM101,
MKT302,Marketing Management,Five,Fall-2023,BS IM,,
FIN310,Fundamentals of Finance,Five,Fall-2023,BS IM,,
MIS104,Computer Programming & Graphics,Five,Fall-2023,BS IM,,
MAN309,Leadership Journey,Five,Fall-2023,BS IM,,
INM202,Energy Management,Five,Fall-2023,BS IM,,
INM301,Introduction to Facility Planning and Layout,Five,Fall-2023,BS IM,INM203,
MAN405,Strategic Management,Six,Spring-2024,BS IM,,
INM308,Industrial Transformation and Technical Changes,Six,Spring-2024,BS IM,INM203,
INM305,Inventory Management and Lean Six Sigma,Six,Spring-2024,BS IM,,
ACC206,Fundamentals of accounting,Six,Spring-2024,BS IM,,
INM304,Introduction to Project Management,Six,Spring-2024,BS IM,INM203,
INM303,Introduction to Planning and Scheduling,Six,Spring-2024,BS IM,INM203,
INM307,Business Forecasting & Risk Analysis,Seven,Fall-2024,BS IM,INM303,
INM612,Industrial Supply Chain Management,Seven,Fall-2024,BS IM,,
INM501,Project I,Seven,Fall-2024,BS IM,,
,Elective I,Seven,Fall-2024,BS IM,,
,Elective II,Seven,Fall-2024,BS IM,,
,Elective III,Seven,Fall-2024,BS IM,,
INM402,Industrial Quality Practices and Management,Eight,Spring-2025,BS IM,INM104,
NIM404,Managing Research and Innovation,Eight,Spring-2025,BS IM,,
INM502,Project II,Eight,Spring-2025,BS IM,,
,Elective IV,Eight,Spring-2025,BS IM,,
,Elective V,Eight,Spring-2025,BS IM,,
,Elective VI,Eight,Spring-2025,BS IM,,
SSC101,Introduction to Psychology,one,Fall-2021,BSLSCM,,
REL101,Islamic Studies,one,Fall-2021,BSLSCM,,
MTH102,Business Mathematics,one,Fall-2021,BSLSCM,,
SSC401,Business Ethics,one,Fall-2021,BSLSCM,,
COM107,Academic English,one,Fall-2021,BSLSCM,,
ECO409,Business Economics,one,Fall-2021,BSLSCM,,
SSC301,History of Ideas,Two,Spring-2022,BSLSCM,,
,Foreign Language I,Two,Spring-2022,BSLSCM,,
STA203,Probability Theory & Statistics,Two,Spring-2022,BSLSCM,,
LAW409,Corporate & Business Law,Two,Spring-2022,BSLSCM,,
COM205,Persuasive & Analytical Writing for,Two,Spring-2022,BSLSCM,COM107,
COM105,Business Communication,Two,Spring-2022,BSLSCM,,
SCM700,Essentials of Supply Chain Management,Two,Spring-2022,BSLSCM,,
ACC206,Fundamentals of Accounting,Three,Fall-2022,BSLSCM,,
MIS402,Computer Concepts and Application,Three,Fall-2022,BSLSCM,,
,Foreign Language II,Three,Fall-2022,BSLSCM,,
PSC301,Pakistan Studies,Three,Fall-2022,BSLSCM,,
COM202,Business & Professional Speech,Three,Fall-2022,BSLSCM,,
LOG700,Logistics and Operations Management,Three,Fall-2022,BSLSCM,,
MAN306,Principles of Mgmt. & Org. Behavior,Four,Spring-2023,BSLSCM,,
SCM701,Introduction to ERP Systems,Four,Spring-2023,BSLSCM,,
SCM702,Supply Chain Design,Four,Spring-2023,BSLSCM,,
LOG701,Transportation Techniques and Mgmt.,Four,Spring-2023,BSLSCM,,
FIN310,Fundamentals of Finance,Four,Spring-2023,BSLSCM,,
LOG255,Fundamentals in Logistics Research,Four,Spring-2023,BSLSCM,,
MKT302,Marketing Management,Five,Fall-2023,BSLSCM,,
LOG703,Storage and Warehouse Techniques,Five,Fall-2023,BSLSCM,,
SCM703,Supply Chain Analytics,Five,Fall-2023,BSLSCM,,
,Supply Chain Elective I,Five,Fall-2023,BSLSCM,,
,Supply Chain Elective II,Five,Fall-2023,BSLSCM,,
,Supply Chain Elective III,Five,Fall-2023,BSLSCM,,
MAN309,Leadership Journey,Six,Spring-2024,BSLSCM,,
SCM704,Procurement Management,Six,Spring-2024,BSLSCM,,
SCM705,Supply Chain Project Management,Six,Spring-2024,BSLSCM,,
,Supply Chain Elective IV,Six,Spring-2024,BSLSCM,,
,Supply Chain Elective V,Six,Spring-2024,BSLSCM,,
,Supply Chain Elective VI,Six,Spring-2024,BSLSCM,,
ECO402,Pakistan Economic Policy,Seven,Fall-2024,BSLSCM,,
LOG704,Quantitative Methods In Production and Logistics,Seven,Fall-2024,BSLSCM,,
LOG410,Distribution Management in Logistics & Supply Chain,Seven,Fall-2024,BSLSCM,,
,Logistics Elective I,Seven,Fall-2024,BSLSCM,,
SCM411,Business Research Project (Supply Chain),Seven,Fall-2024,BSLSCM,,
,Logistics Elective II,Seven,Fall-2024,BSLSCM,,
,Logistics Elective III,Eight,Spring-2025,BSLSCM,,
,Logistics Elective IV,Eight,Spring-2025,BSLSCM,,
,Logistics Elective V,Eight,Spring-2025,BSLSCM,,
,Logistics Elective VI,Eight,Spring-2025,BSLSCM,,
MAN405,Strategic Management,Eight,Spring-2025,BSLSCM,,
LOG450,Business Research Project (Logistics),Eight,Spring-2025,BSLSCM,,
CSC111,Intro to Info & Communication Technology,one,Fall-2021,BS CS,,
CSC111,Intro to Info & Communication Technology,one,Fall-2021,BS CS,,
CSC113,Programming Fundamentals,one,Fall-2021,BS CS,,
CSC113,Programming Fundamentals LAB,one,Fall-2021,BS CS,,
COM107,Academic English,one,Fall-2021,BS CS,,
PSY111,Applied Physics,one,Fall-2021,BS CS,,
ECO104,Micro & Macroeconomics ,one,Fall-2021,BS CS,,
REL101,Islamic Studies,one,Fall-2021,BS CS,,
CSC213,Object Oriented Programming,Two,Spring-2022,BS CS,CSC113,
CSL213,Object Oriented Programming LAB,Two,Spring-2022,BS CS,CSC113,
COM205,Persuasive & Analytical Writing for Business Comm,Two,Spring-2022,BS CS,COM107,
SSC202,Environmental Studies,Two,Spring-2022,BS CS,,
SSC301,History of Ideas,Two,Spring-2022,BS CS,,
CSC219,Professional Practices ,Two,Spring-2022,BS CS,,
CSC231,Discrete Structure ,Two,Spring-2022,BS CS,,
PSC301,Pakistan Studies,Three,Fall-2022,BS CS,,
CSC115,Digital Logic & Design,Three,Fall-2022,BS CS,PHY111,
CSC115,Digital Logic & Design LAB,Three,Fall-2022,BS CS,PHY111,
COM202,Business and Professional Speech,Three,Fall-2022,BS CS,COM205,
MTH107,Calculus & Analytical Geometry,Three,Fall-2022,BS CS,,
,Foreign Language l ,Three,Fall-2022,BS CS,,
CSC211,Comp Organization & Assembly Lang,Four,Spring-2023,BS CS,,
CSC211,Comp. Organization & Assembly Lang LAB,Four,Spring-2023,BS CS,,
,Foreign Language ll,Four,Spring-2023,BS CS,,
STA203,Probability Theory & Statistics ,Four,Spring-2023,BS CS,,
MAN306,Principles of Management ,Four,Spring-2023,BS CS,,
CSC215,Data Structures & Algorithms ,Five,Fall-2023,BS CS,CSC213,
CSC215,Data Structures & Algorithms LAB,Five,Fall-2023,BS CS,CSC213,
CSC217,Intro to Database Systems ,Five,Fall-2023,BS CS,CSC215,
CSC217,Intro to Database Systems LAB,Five,Fall-2023,BS CS,CSC215,
CSC317,Intro to Software Engineering,Five,Fall-2023,BS CS,,
CSC311,Theory of Automata & Formal Language ,Five,Fall-2023,BS CS,CSC231,
MTH204,Linear Algebra,Five,Fall-2023,BS CS,MTH107,
CSC313,Operating Systems ,Six,Spring-2024,BS CS,CSC215,
CSC313,Operating Systems LAB,Six,Spring-2024,BS CS,CSC215,
CSC319,Computer Networks ,Six,Spring-2024,BS CS,,
CSC319,Computer Networks LAB ,Six,Spring-2024,BS CS,,
CSC315,Design & Analysis of Algorithms,Six,Spring-2024,BS CS,CSC215,
CSC411,Compiler Constructions,Six,Spring-2024,BS CS,CSC311,
CSC331,Differential Equations,Six,Spring-2024,BS CS,CSC233,
CSC413,Artificial Intelligence ,Seven,Fall-2024,BS CS,CSC231,
CSL413,Artificial Intelligence LAB,Seven,Fall-2024,BS CS,CSC231,
CSC333,Numerical Computing,Seven,Fall-2024,BS CS,MTH204,
,CS Elective 1,Seven,Fall-2024,BS CS,,
,CS Elective 2,Seven,Fall-2024,BS CS,,
CSC491,Final Year Project l,Seven,Fall-2024,BS CS,CSC317,
CSC418,Parallel & Distributed Computing,Eight,Spring-2025,BS CS,CSC313,
CSC419,Information Security,Eight,Spring-2025,BS CS,,
,CS Elective 3 ,Eight,Spring-2025,BS CS,,
,CS Elective 4,Eight,Spring-2025,BS CS,,
,CS Elective 5 ,Eight,Spring-2025,BS CS,,
CSC492,Final Year Project ll,Eight,Spring-2025,BS CS,CSC491,
COM107,Academic English,one,Fall-2021,BS ARM,,
ECO101,Principles of Microeconomics,one,Fall-2021,BS ARM,,
STA203,Probability Theory and Statistics,one,Fall-2021,BS ARM,,
MTH104,Calculus I,one,Fall-2021,BS ARM,,
REL101,Islamic Studies,one,Fall-2021,BS ARM,,
ARM201,Introduction to Actuarial Science,one,Fall-2021,BS ARM,,
ACC101,Introduction to Financial Accounting,Two,Spring-2022,BS ARM,,
STA203,Probability Theory and Statistics II,Two,Spring-2022,BS ARM,,
MTH105,Calculus II,Two,Spring-2022,BS ARM,MTH104,
ECO102,Principles of Macroeconomics,Two,Spring-2022,BS ARM,,
MTH209,Financial Mathematics I,Two,Spring-2022,BS ARM,,
,Foreign Language I,Two,Spring-2022,BS ARM,,
MKT301,Principles of Marketing,Three,Fall-2022,BS ARM,,
MTH204,Linear Algebra,Three,Fall-2022,BS ARM,MTH107,
STA301,Model and Inferences,Three,Fall-2022,BS ARM,,
FIN201,Introduction to Business Finance,Three,Fall-2022,BS ARM,,
COM205,Persuasive & Analytical Writing for Bus. Com.,Three,Fall-2022,BS ARM,COM107,
MTH210,Financial Mathematics II,Three,Fall-2022,BS ARM,,
MTH403,Numerical Computing,Four,Spring-2023,BS ARM,,
LAW401,Business Law,Four,Spring-2023,BS ARM,,
ECO304,Introduction to Econometrics,Four,Spring-2023,BS ARM,,
MAN306,Principles of Management,Four,Spring-2023,BS ARM,,
PSC301,Pakistan Studies,Four,Spring-2023,BS ARM,,
STA302,Methods of Data Analysis,Four,Spring-2023,BS ARM,,
FIN509,Financial Derivatives,Five,Fall-2023,BS ARM,,
MTH211,Actuarial Mathematics,Five,Fall-2023,BS ARM,,
FRM201,Principles of Risk Management,Five,Fall-2023,BS ARM,,
SEC353,Stochastic Processes,Five,Fall-2023,BS ARM,,
FIN406,Financial Econometrics,Five,Fall-2023,BS ARM,,
FIN503,Corporate Finance,Five,Fall-2023,BS ARM,,
FIN507,Portfolio Management,Six,Spring-2024,BS ARM,,
FRM202,Life and Other Contingencies,Six,Spring-2024,BS ARM,,
FRM204,Enterprise Risk Management,Six,Spring-2024,BS ARM,,
STA210,Sampling Theory,Six,Spring-2024,BS ARM,,
ARM601,Models in Financial Economics I,Six,Spring-2024,BS ARM,,
MKT404,Methods in Business Research,Six,Spring-2024,BS ARM,,
FRM206,Institutional Investments,Seven,Fall-2024,BS ARM,,
ARM602,Models in Financial Economics II,Seven,Fall-2024,BS ARM,,
STA305,Applied Regression Analysis,Seven,Fall-2024,BS ARM,,
FRM302,Computational Methods in Risk Mgmt.,Seven,Fall-2024,BS ARM,,
STA309,Loss Models I,Seven,Fall-2024,BS ARM,,
,Elective I,Seven,Fall-2024,BS ARM,,
STA307,Decision Theory,Eight,Spring-2025,BS ARM,,
STA310,Loss Models II,Eight,Spring-2025,BS ARM,,
FRM304,Risk Financing Techniques,Eight,Spring-2025,BS ARM,,
STA303,Time Series Analysis & Forecasting,Eight,Spring-2025,BS ARM,,
FRM310,Project,Eight,Spring-2025,BS ARM,,
,Elective II,Eight,Spring-2025,BS ARM,,
REL101,Islamic Studies,one,Fall-2021,BS Math & ECO,,
COM107,Academic English ,one,Fall-2021,BS Math & ECO,,
,Natural science I ,one,Fall-2021,BS Math & ECO,,
ECO104,Introduction to Micro & Macroeconomics,one,Fall-2021,BS Math & ECO,,
MTH104,Calculus I,one,Fall-2021,BS Math & ECO,,
CSC113,Programming Fundamentals ,one,Fall-2021,BS Math & ECO,,
MTH350,Topics in Mathematical Economics ,Two,Spring-2022,BS Math & ECO,ECO101,MTH104
COM205,Persuasive. & Analytical Writing for Business Communication,Two,Spring-2022,BS Math & ECO,COM107,
,Foreign Language I ,Two,Spring-2022,BS Math & ECO,,
MTH105,Calculus II ,Two,Spring-2022,BS Math & ECO,MTH104,
STA203,Probability theory & Statistic,Two,Spring-2022,BS Math & ECO,MTH104,
CSC213,Object Oriented Programming ,Two,Spring-2022,BS Math & ECO,CSS113,
ECO315,Microeconomic Analysis,Three,Fall-2022,BS Math & ECO,ECO101,
MTH224,Multivariable Calculus,Three,Fall-2022,BS Math & ECO,MTH105,
STA301,Model and inference,Three,Fall-2022,BS Math & ECO,STA203,
MTH203,Introduction to Formal Mathematics ,Three,Fall-2022,BS Math & ECO,,
COM202,Business and Professional Speech,Three,Fall-2022,BS Math & ECO,COM202,
CSC215,Data Structure and Algorithms,Three,Fall-2022,BS Math & ECO,CSC213,
ECO316,Macroeconomics Analysis,Four,Spring-2023,BS Math & ECO,ECO102,
MTH303,Real Analysis I ,Four,Spring-2023,BS Math & ECO,MTH203,
STA302,Methods of Data Analysis,Four,Spring-2023,BS Math & ECO,,
MTH204,Linear Algebra ,Four,Spring-2023,BS Math & ECO,MTH107,
ECO323,Development Economics ,Four,Spring-2023,BS Math & ECO,ECO103,ECO105
,Natural sciences II,Four,Spring-2023,BS Math & ECO,,
PSC301,Pakistan Studies ,Five,Fall-2023,BS Math & ECO,,
